109302.0	2.4049072	105.0	105.0	77.0	
109164.0	2.4772186	265.0	260.0	77.0	
109127.0	2.519432	110.0	110.0	77.0	
108995.0	2.3627014	260.0	255.0	77.0	
108854.0	2.5917206	270.0	265.0	77.0	
108795.0	2.29039	100.0	100.0	77.0	
108558.0	2.6339493	115.0	115.0	77.0	
108388.0	2.7062378	275.0	270.0	77.0	
108354.0	2.248169	255.0	250.0	77.0	
108040.0	2.1758652	95.0	95.0	77.0	
107872.0	2.7484741	120.0	120.0	77.0	
107859.0	2.1336517	250.0	245.0	77.0	
107336.0	2.820755	280.0	275.0	77.0	
107242.0	2.0613556	90.0	90.0	77.0	
107116.0	2.8629913	125.0	125.0	77.0	
106970.0	2.0191345	245.0	240.0	77.0	
106740.0	2.9352875	285.0	280.0	77.0	
106627.0	1.9468307	85.0	85.0	77.0	
106051.0	1.9046173	240.0	235.0	77.0	
105820.0	2.9775162	130.0	130.0	77.0	
105470.0	1.8623962	395.0	385.0	77.0	
105112.0	1.8323135	80.0	80.0	77.0	
104978.0	3.0498047	290.0	285.0	77.0	
104384.0	1.7900848	235.0	230.0	77.0	
104167.0	3.0920258	135.0	135.0	77.0	
103603.0	3.164322	295.0	290.0	77.0	
103229.0	1.7177925	75.0	75.0	77.0	
103212.0	3.206543	140.0	140.0	77.0	
102754.0	1.6755676	230.0	225.0	77.0	
102734.0	3.2366333	455.0	445.0	77.0	
102032.0	3.278839	300.0	295.0	77.0	
101841.0	1.6032715	70.0	70.0	77.0	
101457.0	3.3210678	145.0	145.0	77.0	
100976.0	1.5610504	225.0	220.0	77.0	
100837.0	3.3511353	460.0	450.0	77.0	
100569.0	3.3933716	305.0	300.0	77.0	
99522.0	3.435585	150.0	150.0	77.0	
98997.0	1.4465332	220.0	215.0	77.0	
98274.0	3.5078888	310.0	305.0	77.0	
97776.0	3.5501099	155.0	155.0	77.0	
96806.0	1.332016	215.0	210.0	77.0	
96200.0	3.622406	315.0	310.0	77.0	
95531.0	3.664627	160.0	160.0	77.0	
95051.0	11.4461975	345.0	330.0	76.0	
95020.0	11.532005	120.0	125.0	76.0	
95017.0	11.549286	290.0	280.0	76.0	
94948.0	11.325836	230.0	225.0	76.0	
94931.0	11.343109	400.0	380.0	76.0	
94871.0	11.428909	175.0	175.0	76.0	
94809.0	11.652359	235.0	230.0	76.0	
94668.0	11.222748	285.0	275.0	76.0	
94607.0	11.205467	115.0	120.0	76.0	
94490.0	11.119644	340.0	325.0	76.0	
94395.0	11.102371	170.0	170.0	76.0	
94232.0	3.7369232	320.0	315.0	77.0	
94168.0	1.2174835	210.0	205.0	77.0	
93942.0	10.999283	225.0	220.0	76.0	
93915.0	11.772736	350.0	335.0	76.0	
93817.0	11.755455	180.0	180.0	76.0	
93656.0	11.858543	125.0	130.0	76.0	
93592.0	11.875824	295.0	285.0	76.0	
93139.0	3.779152	165.0	165.0	77.0	
93122.0	10.913483	450.0	425.0	76.0	
92987.0	10.896194	280.0	270.0	76.0	
92737.0	10.8789215	110.0	115.0	76.0	
92501.0	11.978912	240.0	235.0	76.0	
92326.0	10.793121	335.0	320.0	76.0	
92168.0	10.775833	165.0	165.0	76.0	
92092.0	1.1029663	205.0	200.0	77.0	
92080.0	12.082001	185.0	185.0	76.0	
91971.0	12.099274	355.0	340.0	76.0	
91662.0	3.8514404	325.0	320.0	77.0	
91435.0	1.0607452	360.0	350.0	77.0	
91381.0	10.672745	220.0	215.0	76.0	
91289.0	3.8936615	170.0	170.0	77.0	
90520.0	10.586945	445.0	420.0	76.0	
90458.0	10.569672	275.0	265.0	76.0	
90418.0	12.1850815	130.0	135.0	76.0	
90257.0	10.552383	105.0	110.0	76.0	
90148.0	12.202362	300.0	290.0	76.0	
89940.0	0.9884491	200.0	195.0	77.0	
89428.0	12.30545	245.0	240.0	76.0	
89361.0	3.965973	330.0	325.0	77.0	
89040.0	0.946228	355.0	345.0	77.0	
88691.0	10.449295	160.0	160.0	76.0	
88501.0	4.0081863	175.0	175.0	77.0	
88235.0	12.408539	190.0	190.0	76.0	
87957.0	12.425812	360.0	345.0	76.0	
87794.0	10.346207	215.0	210.0	76.0	
87789.0	0.8739319	195.0	190.0	77.0	
87411.0	4.08049	335.0	330.0	77.0	
87251.0	0.8317108	350.0	340.0	77.0	
86928.0	12.511627	135.0	140.0	76.0	
86886.0	12.528915	305.0	295.0	76.0	
86696.0	10.2604065	440.0	415.0	76.0	
86560.0	10.243118	270.0	260.0	76.0	
86122.0	10.225845	100.0	105.0	76.0	
86091.0	4.122711	180.0	180.0	77.0	
85553.0	12.631989	250.0	245.0	76.0	
85422.0	0.7594147	190.0	185.0	77.0	
85035.0	10.122749	155.0	155.0	76.0	
84741.0	0.7171936	345.0	335.0	77.0	
84295.0	4.2372284	185.0	185.0	77.0	
83827.0	12.735077	195.0	195.0	76.0	
83762.0	12.75235	365.0	350.0	76.0	
83641.0	10.019669	210.0	205.0	76.0	
83552.0	0.64489746	185.0	180.0	77.0	
82676.0	12.838165	140.0	145.0	76.0	
